T23,"Production, trade and supply of energy",,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
788,Tunisia,2010,Primary energy production (petajoules),341,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,2015,Primary energy production (petajoules),269,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,2019,Primary energy production (petajoules),213,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,2020,Primary energy production (petajoules),207,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,2021,Primary energy production (petajoules),235,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,1995,Net imports [Imports - Exports - Bunkers] (petajoules),11,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,2000,Net imports [Imports - Exports - Bunkers] (petajoules),38,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,2005,Net imports [Imports - Exports - Bunkers] (petajoules),65,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,2010,Net imports [Imports - Exports - Bunkers] (petajoules),79,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,2015,Net imports [Imports - Exports - Bunkers] (petajoules),195,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,2019,Net imports [Imports - Exports - Bunkers] (petajoules),262,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,2020,Net imports [Imports - Exports - Bunkers] (petajoules),246,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,2021,Net imports [Imports - Exports - Bunkers] (petajoules),254,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,1995,Changes in stocks (petajoules),-9,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,2000,Changes in stocks (petajoules),7,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,2005,Changes in stocks (petajoules),-4,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,2010,Changes in stocks (petajoules),-7,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,2015,Changes in stocks (petajoules),7,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,2019,Changes in stocks (petajoules),1,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,2020,Changes in stocks (petajoules),3,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,2021,Changes in stocks (petajoules),4,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,1995,Total supply (petajoules),232,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,2000,Total supply (petajoules),296,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,2005,Total supply (petajoules),342,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,2010,Total supply (petajoules),427,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,2015,Total supply (petajoules),457,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,2019,Total supply (petajoules),473,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,2020,Total supply (petajoules),450,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,2021,Total supply (petajoules),485,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,1995,Supply per capita (gigajoules),25,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,2000,Supply per capita (gigajoules),30,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,2005,Supply per capita (gigajoules),33,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,2010,Supply per capita (gigajoules),39,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,2015,Supply per capita (gigajoules),40,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,2019,Supply per capita (gigajoules),39,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,2020,Supply per capita (gigajoules),37,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,2021,Supply per capita (gigajoules),40,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
792,Türkiye,1995,Primary energy production (petajoules),"1,109",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
792,Türkiye,2000,Primary energy production (petajoules),"1,082",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
792,Türkiye,2005,Primary energy production (petajoules),"1,001",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
792,Türkiye,2010,Primary energy production (petajoules),"1,355",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
792,Türkiye,2015,Primary energy production (petajoules),"1,317",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
792,Türkiye,2019,Primary energy production (petajoules),"1,891",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
792,Türkiye,2020,Primary energy production (petajoules),"1,826",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
792,Türkiye,2021,Primary energy production (petajoules),"1,938",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
792,Türkiye,1995,Net imports [Imports - Exports - Bunkers] (petajoules),"1,514",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
792,Türkiye,2000,Net imports [Imports - Exports - Bunkers] (petajoules),"2,097",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
792,Türkiye,2005,Net imports [Imports - Exports - Bunkers] (petajoules),"2,500",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
792,Türkiye,2010,Net imports [Imports - Exports - Bunkers] (petajoules),"3,097",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
792,Türkiye,2015,Net imports [Imports - Exports - Bunkers] (petajoules),"4,162",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
792,Türkiye,2019,Net imports [Imports - Exports - Bunkers] (petajoules),"4,211",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
792,Türkiye,2020,Net imports [Imports - Exports - Bunkers] (petajoules),"4,293",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
792,Türkiye,2021,Net imports [Imports - Exports - Bunkers] (petajoules),"4,683",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
792,Türkiye,1995,Changes in stocks (petajoules),44,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
792,Türkiye,2000,Changes in stocks (petajoules),-4,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
792,Türkiye,2005,Changes in stocks (petajoules),-27,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
792,Türkiye,2010,Changes in stocks (petajoules),10,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
792,Türkiye,2015,Changes in stocks (petajoules),89,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
792,Türkiye,2019,Changes in stocks (petajoules),-15,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
792,Türkiye,2020,Changes in stocks (petajoules),-12,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
792,Türkiye,2021,Changes in stocks (petajoules),-32,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
792,Türkiye,1995,Total supply (petajoules),"2,578",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
792,Türkiye,2000,Total supply (petajoules),"3,182",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
792,Türkiye,2005,Total supply (petajoules),"3,529",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
792,Türkiye,2010,Total supply (petajoules),"4,442",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
792,Türkiye,2015,Total supply (petajoules),"5,390",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
792,Türkiye,2019,Total supply (petajoules),"6,118",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
792,Türkiye,2020,Total supply (petajoules),"6,131",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
792,Türkiye,2021,Total supply (petajoules),"6,653",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
792,Türkiye,1995,Supply per capita (gigajoules),43,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
792,Türkiye,2000,Supply per capita (gigajoules),50,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
792,Türkiye,2005,Supply per capita (gigajoules),51,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
792,Türkiye,2010,Supply per capita (gigajoules),61,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
